product_name,product_description,product_weight,vendor_name,vendor_contact,vendor_address,vendor_city,vendor_state,vendor_country,vendor_postal_code,vendor_phone,vendor_email,location_name,warehouse_name,warehouse_address,warehouse_city,warehouse_state,warehouse_country,warehouse_postal_code,warehouse_phone,warehouse_email,inventory_quantity
4x6x1/2,4ft by 6ft by 1/2in drywall,6,Sheetrock,Joe Doe,555 Industry Pl,Industry,Indiana,US,46100,4634634262,joedoe@sheetrock.com,NB53JI,100A,123 Alphabet Ln,Alphabet,Alabama,US,36100,3347877437,alphabet@alphabetsuppliers.com,29
100DF-WH,100 count drywall fasteners in white,2,Fastenal,Sales Department,507 Fastenal Dr,Winona,Minnesota,US,55987,8775077500,sales@fastenal.com,KH30KF,100A,123 Alphabet Ln,Alphabet,Alabama,US,36100,3347877437,alphabet@alphabetsuppliers.com,110
500DF-WH,500 count drywall fasteners in white,10,Fastenal,Sales Department,507 Fastenal Dr,Winona,Minnesota,US,55987,8775077500,sales@fastenal.com,NQ86FP,100A,123 Alphabet Ln,Alphabet,Alabama,US,36100,3347877437,alphabet@alphabetsuppliers.com,90
1000DF-WH,1000 count drywall fasteners in white,20,Fastenal,Sales Department,507 Fastenal Dr,Winona,Minnesota,US,55987,8775077500,sales@fastenal.com,NB01KR,100T,123 Alphabet Ln,Alphabet,Alabama,US,36100,3347877437,alphabet@alphabetsuppliers.com,120
100DF-BK,100 count drywall fasteners in black,2,Fastenal,Sales Department,507 Fastenal Dr,Winona,Minnesota,US,55987,8775077500,sales@fastenal.com,ZD33BZ,100T,123 Alphabet Ln,Alphabet,Alabama,US,36100,3347877437,alphabet@alphabetsuppliers.com,77
500DF-BK,500 count drywall fasteners in black,10,Fastenal,Sales Department,507 Fastenal Dr,Winona,Minnesota,US,55987,8775077500,sales@fastenal.com,MZ48IK,100T,123 Alphabet Ln,Alphabet,Alabama,US,36100,3347877437,alphabet@alphabetsuppliers.com,110
1000DF-BK,1000 count drywall fasteners in black,20,Fastenal,Sales Department,507 Fastenal Dr,Winona,Minnesota,US,55987,8775077500,sales@fastenal.com,FZ17IZ,100A,123 Alphabet Ln,Alphabet,Alabama,US,36100,3347877437,alphabet@alphabetsuppliers.com,120
100DF-GY,100 count drywall fasteners in gray,2,Fastenal,Sales Department,507 Fastenal Dr,Winona,Minnesota,US,55987,8775077500,sales@fastenal.com,GI35KR,100A,123 Alphabet Ln,Alphabet,Alabama,US,36100,3347877437,alphabet@alphabetsuppliers.com,130
500DF-GY,500 count drywall fasteners in gray,10,Fastenal,Sales Department,507 Fastenal Dr,Winona,Minnesota,US,55987,8775077500,sales@fastenal.com,WF03RC,100A,123 Alphabet Ln,Alphabet,Alabama,US,36100,3347877437,alphabet@alphabetsuppliers.com,73
1000DF-GY,1000 count drywall fasteners in gray,20,Fastenal,Sales Department,507 Fastenal Dr,Winona,Minnesota,US,55987,8775077500,sales@fastenal.com,JV92WW,100A,123 Alphabet Ln,Alphabet,Alabama,US,36100,3347877437,alphabet@alphabetsuppliers.com,73
100DF-YW,100 count drywall fasteners in yellow,2,Fastenal,Sales Department,507 Fastenal Dr,Winona,Minnesota,US,55987,8775077500,sales@fastenal.com,ZE45AP,100A,123 Alphabet Ln,Alphabet,Alabama,US,36100,3347877437,alphabet@alphabetsuppliers.com,130
